document_index,run_id,protocol_id,scenario_id,token_id,token,count
1,extended_run_001,prt_0001_00,scn_0001,20,prior_attention_deficit__level_mid,1
1,extended_run_001,prt_0001_00,scn_0001,21,prior_coding_tool_type__value_codebook,1
1,extended_run_001,prt_0001_00,scn_0001,27,prior_condition_mean_adjusted_attention__level_mid,1
1,extended_run_001,prt_0001_00,scn_0001,29,prior_condition_noise_adjustment__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,32,prior_condition_noise_level__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,36,prior_condition_profile__value_normal,1
1,extended_run_001,prt_0001_00,scn_0001,38,prior_condition_time_pressure__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,41,prior_condition_total_adjusted_time__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,44,prior_control_expected_detection_rate__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,47,prior_control_intensity__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,50,prior_control_marker_ratio__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,53,prior_digit_ratio__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,56,prior_expected_error_probability__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,59,prior_manual_operation_count__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,62,prior_mean_complexity__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,65,prior_mean_message_criticality__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,68,prior_memory_load_index__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,71,prior_message_entropy_estimate__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,74,prior_message_length__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,77,prior_operator_attention__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,80,prior_operator_error_susceptibility__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,83,prior_operator_fatigue__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,86,prior_operator_skill__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,89,prior_operator_total_estimated_time__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,92,prior_procedure_branch_count__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,96,prior_procedure_steps__level_mid,1
1,extended_run_001,prt_0001_00,scn_0001,98,prior_repetition_expected_count__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,101,prior_symbol_group_count__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,104,prior_time_pressure_index__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,107,prior_total_nominal_time__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,109,prior_verification_required__absent,1
2,extended_run_001,prt_0002_00,scn_0002,2,diag_diagnostic_condition_profile__value_normal,1
2,extended_run_001,prt_0002_00,scn_0002,4,diag_diagnostic_control_load__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,7,diag_diagnostic_expected_error_probability__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,10,diag_diagnostic_operator_stress__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,13,diag_diagnostic_risk_class__value_low,1
2,extended_run_001,prt_0002_00,scn_0002,15,prior_alpha_ratio__level_high,1
2,extended_run_001,prt_0002_00,scn_0002,20,prior_attention_deficit__level_mid,1
2,extended_run_001,prt_0002_00,scn_0002,21,prior_coding_tool_type__value_codebook,1
2,extended_run_001,prt_0002_00,scn_0002,27,prior_condition_mean_adjusted_attention__level_mid,1
2,extended_run_001,prt_0002_00,scn_0002,29,prior_condition_noise_adjustment__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,32,prior_condition_noise_level__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,36,prior_condition_profile__value_normal,1
2,extended_run_001,prt_0002_00,scn_0002,38,prior_condition_time_pressure__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,41,prior_condition_total_adjusted_time__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,44,prior_control_expected_detection_rate__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,47,prior_control_intensity__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,50,prior_control_marker_ratio__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,53,prior_digit_ratio__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,56,prior_expected_error_probability__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,60,prior_manual_operation_count__level_mid,1
2,extended_run_001,prt_0002_00,scn_0002,63,prior_mean_complexity__level_mid,1
2,extended_run_001,prt_0002_00,scn_0002,65,prior_mean_message_criticality__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,69,prior_memory_load_index__level_mid,1
2,extended_run_001,prt_0002_00,scn_0002,72,prior_message_entropy_estimate__level_mid,1
2,extended_run_001,prt_0002_00,scn_0002,74,prior_message_length__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,77,prior_operator_attention__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,80,prior_operator_error_susceptibility__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,83,prior_operator_fatigue__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,86,prior_operator_skill__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,90,prior_operator_total_estimated_time__level_mid,1
2,extended_run_001,prt_0002_00,scn_0002,92,prior_procedure_branch_count__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,94,prior_procedure_steps__level_high,1
2,extended_run_001,prt_0002_00,scn_0002,98,prior_repetition_expected_count__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,101,prior_symbol_group_count__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,104,prior_time_pressure_index__level_low,1
2,extended_run_001,prt_0002_00,scn_0002,108,prior_total_nominal_time__level_mid,1
2,extended_run_001,prt_0002_00,scn_0002,109,prior_verification_required__absent,1
3,extended_run_001,prt_0003_00,scn_0003,2,diag_diagnostic_condition_profile__value_normal,1
3,extended_run_001,prt_0003_00,scn_0003,4,diag_diagnostic_control_load__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,7,diag_diagnostic_expected_error_probability__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,10,diag_diagnostic_operator_stress__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,14,diag_diagnostic_risk_class__value_mid,1
3,extended_run_001,prt_0003_00,scn_0003,17,prior_alpha_ratio__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,20,prior_attention_deficit__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,21,prior_coding_tool_type__value_codebook,1
3,extended_run_001,prt_0003_00,scn_0003,27,prior_condition_mean_adjusted_attention__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,29,prior_condition_noise_adjustment__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,32,prior_condition_noise_level__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,36,prior_condition_profile__value_normal,1
3,extended_run_001,prt_0003_00,scn_0003,38,prior_condition_time_pressure__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,41,prior_condition_total_adjusted_time__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,44,prior_control_expected_detection_rate__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,47,prior_control_intensity__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,50,prior_control_marker_ratio__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,54,prior_digit_ratio__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,56,prior_expected_error_probability__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,59,prior_manual_operation_count__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,63,prior_mean_complexity__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,65,prior_mean_message_criticality__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,69,prior_memory_load_index__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,72,prior_message_entropy_estimate__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,75,prior_message_length__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,77,prior_operator_attention__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,80,prior_operator_error_susceptibility__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,83,prior_operator_fatigue__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,86,prior_operator_skill__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,90,prior_operator_total_estimated_time__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,92,prior_procedure_branch_count__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,95,prior_procedure_steps__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,98,prior_repetition_expected_count__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,102,prior_symbol_group_count__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,104,prior_time_pressure_index__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,108,prior_total_nominal_time__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,109,prior_verification_required__absent,1
4,extended_run_001,prt_0004_00,scn_0004,2,diag_diagnostic_condition_profile__value_normal,1
4,extended_run_001,prt_0004_00,scn_0004,4,diag_diagnostic_control_load__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,7,diag_diagnostic_expected_error_probability__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,10,diag_diagnostic_operator_stress__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,14,diag_diagnostic_risk_class__value_mid,1
4,extended_run_001,prt_0004_00,scn_0004,17,prior_alpha_ratio__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,20,prior_attention_deficit__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,21,prior_coding_tool_type__value_codebook,1
4,extended_run_001,prt_0004_00,scn_0004,27,prior_condition_mean_adjusted_attention__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,29,prior_condition_noise_adjustment__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,32,prior_condition_noise_level__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,36,prior_condition_profile__value_normal,1
4,extended_run_001,prt_0004_00,scn_0004,38,prior_condition_time_pressure__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,42,prior_condition_total_adjusted_time__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,44,prior_control_expected_detection_rate__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,47,prior_control_intensity__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,50,prior_control_marker_ratio__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,54,prior_digit_ratio__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,56,prior_expected_error_probability__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,59,prior_manual_operation_count__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,61,prior_mean_complexity__level_high,1
4,extended_run_001,prt_0004_00,scn_0004,65,prior_mean_message_criticality__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,67,prior_memory_load_index__level_high,1
4,extended_run_001,prt_0004_00,scn_0004,70,prior_message_entropy_estimate__level_high,1
4,extended_run_001,prt_0004_00,scn_0004,75,prior_message_length__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,77,prior_operator_attention__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,80,prior_operator_error_susceptibility__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,83,prior_operator_fatigue__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,86,prior_operator_skill__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,90,prior_operator_total_estimated_time__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,92,prior_procedure_branch_count__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,95,prior_procedure_steps__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,98,prior_repetition_expected_count__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,102,prior_symbol_group_count__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,104,prior_time_pressure_index__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,108,prior_total_nominal_time__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,109,prior_verification_required__absent,1
5,extended_run_001,prt_0005_00,scn_0005,2,diag_diagnostic_condition_profile__value_normal,1
5,extended_run_001,prt_0005_00,scn_0005,4,diag_diagnostic_control_load__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,7,diag_diagnostic_expected_error_probability__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,10,diag_diagnostic_operator_stress__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,13,diag_diagnostic_risk_class__value_low,1
5,extended_run_001,prt_0005_00,scn_0005,17,prior_alpha_ratio__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,20,prior_attention_deficit__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,21,prior_coding_tool_type__value_codebook,1
5,extended_run_001,prt_0005_00,scn_0005,27,prior_condition_mean_adjusted_attention__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,29,prior_condition_noise_adjustment__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,32,prior_condition_noise_level__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,36,prior_condition_profile__value_normal,1
5,extended_run_001,prt_0005_00,scn_0005,38,prior_condition_time_pressure__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,42,prior_condition_total_adjusted_time__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,44,prior_control_expected_detection_rate__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,47,prior_control_intensity__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,50,prior_control_marker_ratio__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,52,prior_digit_ratio__level_high,1
5,extended_run_001,prt_0005_00,scn_0005,56,prior_expected_error_probability__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,59,prior_manual_operation_count__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,62,prior_mean_complexity__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,65,prior_mean_message_criticality__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,68,prior_memory_load_index__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,71,prior_message_entropy_estimate__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,73,prior_message_length__level_high,1
5,extended_run_001,prt_0005_00,scn_0005,77,prior_operator_attention__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,80,prior_operator_error_susceptibility__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,83,prior_operator_fatigue__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,86,prior_operator_skill__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,90,prior_operator_total_estimated_time__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,92,prior_procedure_branch_count__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,95,prior_procedure_steps__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,98,prior_repetition_expected_count__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,100,prior_symbol_group_count__level_high,1
5,extended_run_001,prt_0005_00,scn_0005,104,prior_time_pressure_index__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,108,prior_total_nominal_time__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,109,prior_verification_required__absent,1
6,extended_run_001,prt_0006_00,scn_0006,2,diag_diagnostic_condition_profile__value_normal,1
6,extended_run_001,prt_0006_00,scn_0006,4,diag_diagnostic_control_load__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,7,diag_diagnostic_expected_error_probability__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,10,diag_diagnostic_operator_stress__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,13,diag_diagnostic_risk_class__value_low,1
6,extended_run_001,prt_0006_00,scn_0006,16,prior_alpha_ratio__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,20,prior_attention_deficit__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,21,prior_coding_tool_type__value_codebook,1
6,extended_run_001,prt_0006_00,scn_0006,27,prior_condition_mean_adjusted_attention__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,29,prior_condition_noise_adjustment__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,32,prior_condition_noise_level__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,36,prior_condition_profile__value_normal,1
6,extended_run_001,prt_0006_00,scn_0006,38,prior_condition_time_pressure__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,40,prior_condition_total_adjusted_time__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,44,prior_control_expected_detection_rate__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,47,prior_control_intensity__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,51,prior_control_marker_ratio__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,52,prior_digit_ratio__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,56,prior_expected_error_probability__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,60,prior_manual_operation_count__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,62,prior_mean_complexity__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,65,prior_mean_message_criticality__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,67,prior_memory_load_index__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,72,prior_message_entropy_estimate__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,73,prior_message_length__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,77,prior_operator_attention__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,80,prior_operator_error_susceptibility__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,83,prior_operator_fatigue__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,86,prior_operator_skill__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,88,prior_operator_total_estimated_time__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,92,prior_procedure_branch_count__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,95,prior_procedure_steps__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,98,prior_repetition_expected_count__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,100,prior_symbol_group_count__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,104,prior_time_pressure_index__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,106,prior_total_nominal_time__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,109,prior_verification_required__absent,1
7,extended_run_001,prt_0007_00,scn_0007,2,diag_diagnostic_condition_profile__value_normal,1
7,extended_run_001,prt_0007_00,scn_0007,4,diag_diagnostic_control_load__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,8,diag_diagnostic_expected_error_probability__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,10,diag_diagnostic_operator_stress__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,14,diag_diagnostic_risk_class__value_mid,1
7,extended_run_001,prt_0007_00,scn_0007,16,prior_alpha_ratio__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,20,prior_attention_deficit__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,21,prior_coding_tool_type__value_codebook,1
7,extended_run_001,prt_0007_00,scn_0007,27,prior_condition_mean_adjusted_attention__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,29,prior_condition_noise_adjustment__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,32,prior_condition_noise_level__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,36,prior_condition_profile__value_normal,1
7,extended_run_001,prt_0007_00,scn_0007,38,prior_condition_time_pressure__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,41,prior_condition_total_adjusted_time__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,44,prior_control_expected_detection_rate__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,47,prior_control_intensity__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,51,prior_control_marker_ratio__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,52,prior_digit_ratio__level_high,1
7,extended_run_001,prt_0007_00,scn_0007,57,prior_expected_error_probability__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,59,prior_manual_operation_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,63,prior_mean_complexity__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,65,prior_mean_message_criticality__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,68,prior_memory_load_index__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,70,prior_message_entropy_estimate__level_high,1
7,extended_run_001,prt_0007_00,scn_0007,74,prior_message_length__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,77,prior_operator_attention__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,80,prior_operator_error_susceptibility__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,83,prior_operator_fatigue__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,86,prior_operator_skill__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,89,prior_operator_total_estimated_time__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,92,prior_procedure_branch_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,96,prior_procedure_steps__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,98,prior_repetition_expected_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,101,prior_symbol_group_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,104,prior_time_pressure_index__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,107,prior_total_nominal_time__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,109,prior_verification_required__absent,1
8,extended_run_001,prt_0008_00,scn_0008,2,diag_diagnostic_condition_profile__value_normal,1
8,extended_run_001,prt_0008_00,scn_0008,4,diag_diagnostic_control_load__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,7,diag_diagnostic_expected_error_probability__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,10,diag_diagnostic_operator_stress__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,14,diag_diagnostic_risk_class__value_mid,1
8,extended_run_001,prt_0008_00,scn_0008,15,prior_alpha_ratio__level_high,1
8,extended_run_001,prt_0008_00,scn_0008,20,prior_attention_deficit__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,21,prior_coding_tool_type__value_codebook,1
8,extended_run_001,prt_0008_00,scn_0008,27,prior_condition_mean_adjusted_attention__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,29,prior_condition_noise_adjustment__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,32,prior_condition_noise_level__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,36,prior_condition_profile__value_normal,1
8,extended_run_001,prt_0008_00,scn_0008,38,prior_condition_time_pressure__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,42,prior_condition_total_adjusted_time__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,44,prior_control_expected_detection_rate__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,47,prior_control_intensity__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,51,prior_control_marker_ratio__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,53,prior_digit_ratio__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,56,prior_expected_error_probability__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,60,prior_manual_operation_count__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,63,prior_mean_complexity__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,65,prior_mean_message_criticality__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,69,prior_memory_load_index__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,72,prior_message_entropy_estimate__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,74,prior_message_length__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,77,prior_operator_attention__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,80,prior_operator_error_susceptibility__level_low,1
