document_index,run_id,protocol_id,scenario_id,theta_0,theta_1,theta_2,selected_k,doc_topic_prior,topic_word_prior,random_state
99,extended_run_001,prt_0099_00,scn_0099,0.0118468993491,0.628808932659,0.359344167992,3,,,77
100,extended_run_001,prt_0100_00,scn_0100,0.0117003040141,0.976394144658,0.0119055513283,3,,,77
101,extended_run_001,prt_0101_00,scn_0101,0.0117942623652,0.976205159889,0.0120005777455,3,,,77
102,extended_run_001,prt_0102_00,scn_0102,0.0115234711039,0.716787601406,0.27168892749,3,,,77
103,extended_run_001,prt_0103_00,scn_0103,0.0109822325392,0.221623878775,0.767393888686,3,,,77
104,extended_run_001,prt_0104_00,scn_0104,0.011097349844,0.353651290966,0.63525135919,3,,,77
105,extended_run_001,prt_0105_00,scn_0105,0.31337923009,0.675706956674,0.0109138132365,3,,,77
106,extended_run_001,prt_0106_00,scn_0106,0.234275712752,0.754618056025,0.0111062312231,3,,,77
107,extended_run_001,prt_0107_00,scn_0107,0.29097760711,0.698089096278,0.0109332966127,3,,,77
108,extended_run_001,prt_0108_00,scn_0108,0.184661516383,0.804371735992,0.0109667476244,3,,,77
109,extended_run_001,prt_0109_00,scn_0109,0.17731460139,0.5678372722,0.25484812641,3,,,77
110,extended_run_001,prt_0110_00,scn_0110,0.0124307196669,0.853557616662,0.134011663671,3,,,77
111,extended_run_001,prt_0111_00,scn_0111,0.0120857131093,0.497509807561,0.490404479329,3,,,77
112,extended_run_001,prt_0112_00,scn_0112,0.0141678163374,0.974270292466,0.0115618911962,3,,,77
113,extended_run_001,prt_0113_00,scn_0113,0.0140813209591,0.974444942003,0.0114737370381,3,,,77
114,extended_run_001,prt_0114_00,scn_0114,0.341207461807,0.646623779108,0.0121687590849,3,,,77
115,extended_run_001,prt_0115_00,scn_0115,0.521769106543,0.466709122818,0.0115217706396,3,,,77
116,extended_run_001,prt_0116_00,scn_0116,0.392625769396,0.595745871961,0.0116283586429,3,,,77
117,extended_run_001,prt_0117_00,scn_0117,0.0121214327156,0.0125428044525,0.975335762832,3,,,77
118,extended_run_001,prt_0118_00,scn_0118,0.0118574648281,0.0124477603048,0.975694774867,3,,,77
119,extended_run_001,prt_0119_00,scn_0119,0.974262227709,0.0128309795744,0.0129067927167,3,,,77
120,extended_run_001,prt_0120_00,scn_0120,0.976176618729,0.0122522991617,0.0115710821092,3,,,77
121,extended_run_001,prt_0121_00,scn_0121,0.875761247843,0.112224737124,0.0120140150333,3,,,77
122,extended_run_001,prt_0122_00,scn_0122,0.873279377302,0.114225530165,0.0124950925337,3,,,77
123,extended_run_001,prt_0123_00,scn_0123,0.391499828574,0.011965544237,0.596534627189,3,,,77
124,extended_run_001,prt_0124_00,scn_0124,0.0133402288369,0.0111320455651,0.975527725598,3,,,77
125,extended_run_001,prt_0125_00,scn_0125,0.285981680934,0.0128729882885,0.701145330777,3,,,77
126,extended_run_001,prt_0126_00,scn_0126,0.708758394534,0.278865899191,0.0123757062746,3,,,77
127,extended_run_001,prt_0127_00,scn_0127,0.728946581675,0.25796012406,0.0130932942651,3,,,77
128,extended_run_001,prt_0128_00,scn_0128,0.7412721685,0.245691501169,0.0130363303308,3,,,77
129,extended_run_001,prt_0129_00,scn_0129,0.0118098302414,0.0117087451666,0.976481424592,3,,,77
130,extended_run_001,prt_0130_00,scn_0130,0.0130115552913,0.326016505514,0.660971939195,3,,,77
131,extended_run_001,prt_0131_00,scn_0131,0.0112999198099,0.0112703965973,0.977429683593,3,,,77
132,extended_run_001,prt_0132_00,scn_0132,0.0118745102908,0.0116532440278,0.976472245681,3,,,77
133,extended_run_001,prt_0133_00,scn_0133,0.542582916655,0.443835230667,0.0135818526783,3,,,77
134,extended_run_001,prt_0134_00,scn_0134,0.290032716358,0.387262952846,0.322704330796,3,,,77
135,extended_run_001,prt_0135_00,scn_0135,0.532448015804,0.454817064959,0.0127349192366,3,,,77
136,extended_run_001,prt_0136_00,scn_0136,0.861329572396,0.0128436592653,0.125826768339,3,,,77
137,extended_run_001,prt_0137_00,scn_0137,0.260762373928,0.0114791107438,0.727758515329,3,,,77
138,extended_run_001,prt_0138_00,scn_0138,0.361357757253,0.0114966492721,0.627145593475,3,,,77
139,extended_run_001,prt_0139_00,scn_0139,0.272508068663,0.0111044375152,0.716387493822,3,,,77
140,extended_run_001,prt_0140_00,scn_0140,0.977602992422,0.0115291872416,0.0108678203364,3,,,77
141,extended_run_001,prt_0141_00,scn_0141,0.977619494612,0.0114255704732,0.0109549349145,3,,,77
142,extended_run_001,prt_0142_00,scn_0142,0.977516113236,0.0114668860085,0.0110170007558,3,,,77
143,extended_run_001,prt_0143_00,scn_0143,0.767602192561,0.0114059061962,0.220991901243,3,,,77
144,extended_run_001,prt_0144_00,scn_0144,0.907686682432,0.0116398098157,0.0806735077526,3,,,77
145,extended_run_001,prt_0145_00,scn_0145,0.595618248085,0.0111281679042,0.393253584011,3,,,77
146,extended_run_001,prt_0146_00,scn_0146,0.675111261523,0.0112477091436,0.313641029334,3,,,77
147,extended_run_001,prt_0147_00,scn_0147,0.977620310447,0.0113658988666,0.0110137906862,3,,,77
148,extended_run_001,prt_0148_00,scn_0148,0.977452716718,0.0114008702041,0.0111464130782,3,,,77
149,extended_run_001,prt_0149_00,scn_0149,0.841082875309,0.011569243085,0.147347881606,3,,,77
