topic_id,token_id,token,document_frequency,weight
3,26,prior_step_count__level_low,2,0.0108662356581
3,27,prior_step_count__level_mid,2,0.0652146951809
3,28,prior_symbol_ratio__level_high,2,0.0652221700943
3,29,prior_symbol_ratio__level_low,2,0.0108662622194
3,30,prior_total_nominal_time__level_high,2,0.0652323046309
3,31,prior_total_nominal_time__level_low,2,0.0108662356581
4,0,prior_condition_mean_adjusted_attention__level_high,2,0.00704306637545
4,1,prior_condition_mean_adjusted_attention__level_low,2,0.0774714906106
4,2,prior_condition_total_adjusted_time__level_high,2,0.0422322268897
4,3,prior_condition_total_adjusted_time__level_low,2,0.00704306637545
4,4,prior_control_marker_ratio__level_high,2,0.0070431392207
4,5,prior_control_marker_ratio__level_low,2,0.0422631575611
4,6,prior_digit_ratio__level_high,2,0.0422631575611
4,7,prior_digit_ratio__level_low,2,0.0070431392207
4,8,prior_mean_complexity__level_low,2,0.00704306637545
4,9,prior_mean_complexity__level_mid,2,0.0422440821149
4,10,prior_mean_message_criticality__level_high,2,0.0422631575611
4,11,prior_mean_message_criticality__level_low,2,0.0070431392207
4,12,prior_message_length__level_low,2,0.00704306637545
4,13,prior_message_length__level_mid,2,0.0422440821149
4,14,prior_operator_final_fatigue__level_high,2,0.0774714906106
4,15,prior_operator_final_fatigue__level_low,2,0.00704306637545
4,16,prior_operator_mean_attention__level_high,2,0.00704306637545
4,17,prior_operator_mean_attention__level_low,2,0.0774714906106
4,18,prior_operator_total_effort__level_high,2,0.0774714906106
4,19,prior_operator_total_effort__level_low,2,0.00704306637545
4,20,prior_operator_total_estimated_time__level_high,2,0.0422322268897
4,21,prior_operator_total_estimated_time__level_low,2,0.00704306637545
4,22,prior_reference_ratio__level_high,2,0.0774714906106
4,23,prior_reference_ratio__level_low,2,0.0070431392207
4,24,prior_service_ratio__level_high,2,0.0070431392207
4,25,prior_service_ratio__level_low,2,0.0422631575611
4,26,prior_step_count__level_low,2,0.00704306637545
4,27,prior_step_count__level_mid,2,0.0422440821149
4,28,prior_symbol_ratio__level_high,2,0.0070431392207
4,29,prior_symbol_ratio__level_low,2,0.0774714906106
4,30,prior_total_nominal_time__level_high,2,0.0422322268897
4,31,prior_total_nominal_time__level_low,2,0.00704306637545
