model_name,diagnostic_kind,document_index,run_id,protocol_id,scenario_id,theta_0,theta_1,theta_2,selected_k,doc_topic_prior,topic_word_prior,random_state,diagnostic_only,allowed_for_apriori_forecast
LDA_full,full,23,extended_run_001,prt_0023_00,scn_0023,0.508011052222,0.0108230036188,0.481165944159,3,,,11,true,false
LDA_full,full,24,extended_run_001,prt_0024_00,scn_0024,0.687773198817,0.010498301557,0.301728499626,3,,,11,true,false
LDA_full,full,25,extended_run_001,prt_0025_00,scn_0025,0.332428790345,0.010462078453,0.657109131202,3,,,11,true,false
LDA_full,full,26,extended_run_001,prt_0026_00,scn_0026,0.980429826392,0.00942902855723,0.0101411450512,3,,,11,true,false
LDA_full,full,27,extended_run_001,prt_0027_00,scn_0027,0.981235682358,0.00930149978588,0.00946281785642,3,,,11,true,false
LDA_full,full,28,extended_run_001,prt_0028_00,scn_0028,0.553805764647,0.0103843889791,0.435809846374,3,,,11,true,false
LDA_full,full,29,extended_run_001,prt_0029_00,scn_0029,0.638576319362,0.010637649791,0.350786030847,3,,,11,true,false
LDA_full,full,30,extended_run_001,prt_0030_00,scn_0030,0.518796677968,0.0102157800293,0.470987542003,3,,,11,true,false
LDA_full,full,31,extended_run_001,prt_0031_00,scn_0031,0.669673097917,0.0100898068181,0.320237095265,3,,,11,true,false
LDA_full,full,32,extended_run_001,prt_0032_00,scn_0032,0.980676423843,0.00962454354638,0.00969903261068,3,,,11,true,false
LDA_full,full,33,extended_run_001,prt_0033_00,scn_0033,0.981259747932,0.00941733161299,0.00932292045529,3,,,11,true,false
LDA_full,full,34,extended_run_001,prt_0034_00,scn_0034,0.98026404051,0.0103379533856,0.00939800610421,3,,,11,true,false
LDA_full,full,35,extended_run_001,prt_0035_00,scn_0035,0.0101769760084,0.579409004101,0.41041401989,3,,,11,true,false
LDA_full,full,36,extended_run_001,prt_0036_00,scn_0036,0.00992706499839,0.490792203258,0.499280731744,3,,,11,true,false
LDA_full,full,37,extended_run_001,prt_0037_00,scn_0037,0.0112179318348,0.689506666738,0.299275401427,3,,,11,true,false
LDA_full,full,38,extended_run_001,prt_0038_00,scn_0038,0.0122237670792,0.977840138106,0.00993609481434,3,,,11,true,false
LDA_full,full,39,extended_run_001,prt_0039_00,scn_0039,0.511919513859,0.478450740128,0.00962974601354,3,,,11,true,false
LDA_full,full,40,extended_run_001,prt_0040_00,scn_0040,0.416602258505,0.573589035142,0.0098087063534,3,,,11,true,false
LDA_full,full,41,extended_run_001,prt_0041_00,scn_0041,0.460439751848,0.529816332307,0.00974391584506,3,,,11,true,false
LDA_full,full,42,extended_run_001,prt_0042_00,scn_0042,0.0113627271391,0.978422136602,0.0102151362588,3,,,11,true,false
LDA_full,full,43,extended_run_001,prt_0043_00,scn_0043,0.0116648689043,0.978301043182,0.0100340879141,3,,,11,true,false
LDA_full,full,44,extended_run_001,prt_0044_00,scn_0044,0.011540745586,0.978587907883,0.00987134653112,3,,,11,true,false
LDA_full,full,45,extended_run_001,prt_0045_00,scn_0045,0.00961301814219,0.980365486148,0.0100214957101,3,,,11,true,false
LDA_full,full,46,extended_run_001,prt_0046_00,scn_0046,0.0102247946602,0.979942868577,0.00983233676276,3,,,11,true,false
LDA_full,full,47,extended_run_001,prt_0047_00,scn_0047,0.514158593347,0.476660374602,0.00918103205097,3,,,11,true,false
LDA_full,full,48,extended_run_001,prt_0048_00,scn_0048,0.42762216937,0.562960533783,0.0094172968474,3,,,11,true,false
LDA_full,full,49,extended_run_001,prt_0049_00,scn_0049,0.0109360333885,0.979090954931,0.00997301168068,3,,,11,true,false
LDA_full,full,50,extended_run_001,prt_0050_00,scn_0050,0.00988881058182,0.978856814686,0.0112543747324,3,,,11,true,false
LDA_full,full,51,extended_run_001,prt_0051_00,scn_0051,0.0100153850847,0.978709256813,0.0112753581026,3,,,11,true,false
LDA_full,full,52,extended_run_001,prt_0052_00,scn_0052,0.00939399740628,0.535760472688,0.454845529906,3,,,11,true,false
LDA_full,full,53,extended_run_001,prt_0053_00,scn_0053,0.00962348592087,0.724190089772,0.266186424307,3,,,11,true,false
LDA_full,full,54,extended_run_001,prt_0054_00,scn_0054,0.388712841265,0.479429483932,0.131857674803,3,,,11,true,false
LDA_full,full,55,extended_run_001,prt_0055_00,scn_0055,0.320168161079,0.401932819895,0.277899019027,3,,,11,true,false
LDA_full,full,56,extended_run_001,prt_0056_00,scn_0056,0.00928728964367,0.430189972512,0.560522737845,3,,,11,true,false
LDA_full,full,57,extended_run_001,prt_0057_00,scn_0057,0.00957419591652,0.664665090181,0.325760713903,3,,,11,true,false
LDA_full,full,58,extended_run_001,prt_0058_00,scn_0058,0.00928915207557,0.580993120367,0.409717727557,3,,,11,true,false
LDA_full,full,59,extended_run_001,prt_0059_00,scn_0059,0.00984850799896,0.721273122638,0.268878369363,3,,,11,true,false
LDA_full,full,60,extended_run_001,prt_0060_00,scn_0060,0.00920161761127,0.487869956958,0.502928425431,3,,,11,true,false
LDA_full,full,61,extended_run_001,prt_0061_00,scn_0061,0.203204159333,0.513529503895,0.283266336773,3,,,11,true,false
LDA_full,full,62,extended_run_001,prt_0062_00,scn_0062,0.388946332705,0.512388065738,0.0986656015577,3,,,11,true,false
LDA_full,full,63,extended_run_001,prt_0063_00,scn_0063,0.00980841018314,0.833583657784,0.156607932033,3,,,11,true,false
LDA_full,full,64,extended_run_001,prt_0064_00,scn_0064,0.00954069918707,0.781682516009,0.208776784804,3,,,11,true,false
LDA_full,full,65,extended_run_001,prt_0065_00,scn_0065,0.0100056412977,0.666530958704,0.323463399998,3,,,11,true,false
LDA_full,full,66,extended_run_001,prt_0066_00,scn_0066,0.0105757992042,0.978386584953,0.0110376158431,3,,,11,true,false
LDA_full,full,67,extended_run_001,prt_0067_00,scn_0067,0.152602169037,0.836899309946,0.0104985210177,3,,,11,true,false
LDA_full,full,68,extended_run_001,prt_0068_00,scn_0068,0.527094001865,0.463362781255,0.00954321688061,3,,,11,true,false
LDA_full,full,69,extended_run_001,prt_0069_00,scn_0069,0.59105410685,0.399415000378,0.00953089277158,3,,,11,true,false
LDA_full,full,70,extended_run_001,prt_0070_00,scn_0070,0.0093844846188,0.811531158379,0.179084357002,3,,,11,true,false
LDA_full,full,71,extended_run_001,prt_0071_00,scn_0071,0.00952251509397,0.979743886572,0.0107335983338,3,,,11,true,false
LDA_full,full,72,extended_run_001,prt_0072_00,scn_0072,0.00923492524707,0.978989004046,0.0117760707074,3,,,11,true,false
LDA_full,full,73,extended_run_001,prt_0073_00,scn_0073,0.00934547406707,0.979818437735,0.0108360881978,3,,,11,true,false
LDA_full,full,74,extended_run_001,prt_0074_00,scn_0074,0.0765758264361,0.913179014433,0.0102451591313,3,,,11,true,false
LDA_full,full,75,extended_run_001,prt_0075_00,scn_0075,0.147834536113,0.586822861742,0.265342602145,3,,,11,true,false
LDA_full,full,76,extended_run_001,prt_0076_00,scn_0076,0.437510964873,0.243574517429,0.318914517698,3,,,11,true,false
LDA_full,full,77,extended_run_001,prt_0077_00,scn_0077,0.00959993737579,0.46290133142,0.527498731204,3,,,11,true,false
LDA_full,full,78,extended_run_001,prt_0078_00,scn_0078,0.152041958183,0.664031893891,0.183926147926,3,,,11,true,false
LDA_full,full,79,extended_run_001,prt_0079_00,scn_0079,0.234233795474,0.607532870451,0.158233334075,3,,,11,true,false
LDA_full,full,80,extended_run_001,prt_0080_00,scn_0080,0.0100091478721,0.591803220233,0.398187631895,3,,,11,true,false
LDA_full,full,81,extended_run_001,prt_0081_00,scn_0081,0.0105887077006,0.65171803252,0.33769325978,3,,,11,true,false
LDA_full,full,82,extended_run_001,prt_0082_00,scn_0082,0.64767060389,0.340369003245,0.0119603928656,3,,,11,true,false
LDA_full,full,83,extended_run_001,prt_0083_00,scn_0083,0.675960298693,0.313634498926,0.0104052023808,3,,,11,true,false
LDA_full,full,84,extended_run_001,prt_0084_00,scn_0084,0.220751072265,0.624059265467,0.155189662268,3,,,11,true,false
LDA_full,full,85,extended_run_001,prt_0085_00,scn_0085,0.531047600425,0.010977072587,0.457975326988,3,,,11,true,false
LDA_full,full,86,extended_run_001,prt_0086_00,scn_0086,0.561929219604,0.0108931063587,0.427177674038,3,,,11,true,false
LDA_full,full,87,extended_run_001,prt_0087_00,scn_0087,0.979767432744,0.00986274886251,0.0103698183933,3,,,11,true,false
LDA_full,full,88,extended_run_001,prt_0088_00,scn_0088,0.980323104432,0.00975862352619,0.00991827204171,3,,,11,true,false
LDA_full,full,89,extended_run_001,prt_0089_00,scn_0089,0.923451491859,0.00982506652368,0.0667234416176,3,,,11,true,false
LDA_full,full,90,extended_run_001,prt_0090_00,scn_0090,0.876858684435,0.0103507826959,0.112790532869,3,,,11,true,false
LDA_full,full,91,extended_run_001,prt_0091_00,scn_0091,0.441138082465,0.0105019599184,0.548359957617,3,,,11,true,false
LDA_full,full,92,extended_run_001,prt_0092_00,scn_0092,0.508521968501,0.0106588091518,0.480819222348,3,,,11,true,false
LDA_full,full,93,extended_run_001,prt_0093_00,scn_0093,0.5994758735,0.0103789335112,0.390145192989,3,,,11,true,false
LDA_full,full,94,extended_run_001,prt_0094_00,scn_0094,0.980417841738,0.00959948691321,0.00998267134906,3,,,11,true,false
LDA_full,full,95,extended_run_001,prt_0095_00,scn_0095,0.977976743286,0.00991148539177,0.0121117713224,3,,,11,true,false
LDA_full,full,96,extended_run_001,prt_0096_00,scn_0096,0.980710324965,0.00949343582051,0.00979623921476,3,,,11,true,false
LDA_full,full,97,extended_run_001,prt_0097_00,scn_0097,0.980621248965,0.00954585459499,0.00983289643975,3,,,11,true,false
LDA_full,full,98,extended_run_001,prt_0098_00,scn_0098,0.583713818453,0.0109643314453,0.405321850102,3,,,11,true,false
LDA_full,full,99,extended_run_001,prt_0099_00,scn_0099,0.761132259386,0.0106583793245,0.228209361289,3,,,11,true,false
LDA_full,full,100,extended_run_001,prt_0100_00,scn_0100,0.475010439453,0.0101005043321,0.514889056215,3,,,11,true,false
LDA_full,full,101,extended_run_001,prt_0101_00,scn_0101,0.571395622781,0.0102187520516,0.418385625167,3,,,11,true,false
LDA_full,full,102,extended_run_001,prt_0102_00,scn_0102,0.891410279558,0.00985109746538,0.0987386229766,3,,,11,true,false
LDA_full,full,103,extended_run_001,prt_0103_00,scn_0103,0.981165953533,0.00932380496206,0.00951024150457,3,,,11,true,false
LDA_full,full,104,extended_run_001,prt_0104_00,scn_0104,0.823072381912,0.00960498956826,0.16732262852,3,,,11,true,false
LDA_full,full,105,extended_run_001,prt_0105_00,scn_0105,0.00933372195768,0.0103692867759,0.980296991266,3,,,11,true,false
LDA_full,full,106,extended_run_001,prt_0106_00,scn_0106,0.00935782702128,0.0102267522678,0.980415420711,3,,,11,true,false
LDA_full,full,107,extended_run_001,prt_0107_00,scn_0107,0.00931046575512,0.0102262305631,0.980463303682,3,,,11,true,false
LDA_full,full,108,extended_run_001,prt_0108_00,scn_0108,0.00932394194727,0.0102222809176,0.980453777135,3,,,11,true,false
LDA_full,full,109,extended_run_001,prt_0109_00,scn_0109,0.239638069797,0.0116713507329,0.74869057947,3,,,11,true,false
LDA_full,full,110,extended_run_001,prt_0110_00,scn_0110,0.139306895952,0.0103919844263,0.850301119621,3,,,11,true,false
LDA_full,full,111,extended_run_001,prt_0111_00,scn_0111,0.486550954318,0.0106342982301,0.502814747452,3,,,11,true,false
LDA_full,full,112,extended_run_001,prt_0112_00,scn_0112,0.00947177952549,0.010323420249,0.980204800226,3,,,11,true,false
LDA_full,full,113,extended_run_001,prt_0113_00,scn_0113,0.00937769770557,0.0102545542503,0.980367748044,3,,,11,true,false
LDA_full,full,114,extended_run_001,prt_0114_00,scn_0114,0.00978730169566,0.415574015926,0.574638682378,3,,,11,true,false
LDA_full,full,115,extended_run_001,prt_0115_00,scn_0115,0.00957642360653,0.372219066307,0.618204510087,3,,,11,true,false
LDA_full,full,116,extended_run_001,prt_0116_00,scn_0116,0.00991707784147,0.42313684513,0.566946077028,3,,,11,true,false
LDA_full,full,117,extended_run_001,prt_0117_00,scn_0117,0.494686155987,0.494549826343,0.0107640176707,3,,,11,true,false
LDA_full,full,118,extended_run_001,prt_0118_00,scn_0118,0.576587933242,0.412762680258,0.0106493865004,3,,,11,true,false
LDA_full,full,119,extended_run_001,prt_0119_00,scn_0119,0.010717294481,0.978533987263,0.0107487182557,3,,,11,true,false
LDA_full,full,120,extended_run_001,prt_0120_00,scn_0120,0.00947740738217,0.747140043061,0.243382549557,3,,,11,true,false
LDA_full,full,121,extended_run_001,prt_0121_00,scn_0121,0.0111680135997,0.71581725455,0.27301473185,3,,,11,true,false
LDA_full,full,122,extended_run_001,prt_0122_00,scn_0122,0.0705798376317,0.918371426463,0.0110487359052,3,,,11,true,false
LDA_full,full,123,extended_run_001,prt_0123_00,scn_0123,0.432204441471,0.557963495375,0.00983206315361,3,,,11,true,false
LDA_full,full,124,extended_run_001,prt_0124_00,scn_0124,0.550712835026,0.439620305971,0.0096668590026,3,,,11,true,false
LDA_full,full,125,extended_run_001,prt_0125_00,scn_0125,0.505113100446,0.482288225257,0.0125986742974,3,,,11,true,false
LDA_full,full,126,extended_run_001,prt_0126_00,scn_0126,0.136482499188,0.615968616287,0.247548884525,3,,,11,true,false
LDA_full,full,127,extended_run_001,prt_0127_00,scn_0127,0.190474666308,0.798340917209,0.0111844164836,3,,,11,true,false
LDA_full,full,128,extended_run_001,prt_0128_00,scn_0128,0.149552560504,0.839403323928,0.0110441155685,3,,,11,true,false
LDA_full,full,129,extended_run_001,prt_0129_00,scn_0129,0.549591583889,0.440176361534,0.0102320545775,3,,,11,true,false
LDA_full,full,130,extended_run_001,prt_0130_00,scn_0130,0.570631667723,0.417882175771,0.0114861565053,3,,,11,true,false
LDA_full,full,131,extended_run_001,prt_0131_00,scn_0131,0.784976316406,0.205550097434,0.00947358615989,3,,,11,true,false
LDA_full,full,132,extended_run_001,prt_0132_00,scn_0132,0.617375982442,0.372533360638,0.0100906569198,3,,,11,true,false
LDA_full,full,133,extended_run_001,prt_0133_00,scn_0133,0.371711981151,0.617025118849,0.0112629000007,3,,,11,true,false
LDA_full,full,134,extended_run_001,prt_0134_00,scn_0134,0.466995690481,0.522301311008,0.0107029985115,3,,,11,true,false
LDA_full,full,135,extended_run_001,prt_0135_00,scn_0135,0.2649449654,0.723578998964,0.0114760356362,3,,,11,true,false
LDA_full,full,136,extended_run_001,prt_0136_00,scn_0136,0.0114185834358,0.978139774836,0.0104416417279,3,,,11,true,false
LDA_full,full,137,extended_run_001,prt_0137_00,scn_0137,0.459811152915,0.530294148522,0.00989469856347,3,,,11,true,false
LDA_full,full,138,extended_run_001,prt_0138_00,scn_0138,0.52666935376,0.46347277374,0.00985787249925,3,,,11,true,false
LDA_full,full,139,extended_run_001,prt_0139_00,scn_0139,0.600225919868,0.390263198364,0.00951088176809,3,,,11,true,false
LDA_full,full,140,extended_run_001,prt_0140_00,scn_0140,0.00933725653896,0.979129908308,0.0115328351528,3,,,11,true,false
LDA_full,full,141,extended_run_001,prt_0141_00,scn_0141,0.00944084684668,0.979949458157,0.0106096949966,3,,,11,true,false
LDA_full,full,142,extended_run_001,prt_0142_00,scn_0142,0.00950459180124,0.980239692946,0.0102557152529,3,,,11,true,false
LDA_full,full,143,extended_run_001,prt_0143_00,scn_0143,0.0943431101215,0.895749058166,0.00990783171277,3,,,11,true,false
LDA_full,full,144,extended_run_001,prt_0144_00,scn_0144,0.00987985878249,0.979888447001,0.0102316942165,3,,,11,true,false
LDA_full,full,145,extended_run_001,prt_0145_00,scn_0145,0.333230497617,0.656743742469,0.0100257599143,3,,,11,true,false
LDA_full,full,146,extended_run_001,prt_0146_00,scn_0146,0.337285355588,0.652636029052,0.0100786153601,3,,,11,true,false
LDA_full,full,147,extended_run_001,prt_0147_00,scn_0147,0.00937676352504,0.980213230952,0.0104100055231,3,,,11,true,false
LDA_full,full,148,extended_run_001,prt_0148_00,scn_0148,0.00994676698577,0.980213545774,0.00983968724036,3,,,11,true,false
LDA_full,full,149,extended_run_001,prt_0149_00,scn_0149,0.0113898422713,0.978895747526,0.00971441020304,3,,,11,true,false
