document_index,run_id,protocol_id,scenario_id,theta_0,theta_1,theta_2,selected_k,doc_topic_prior,topic_word_prior,random_state
104,extended_run_001,prt_0104_00,scn_0104,0.505713428221,0.35317946774,0.141107104039,3,,,11
105,extended_run_001,prt_0105_00,scn_0105,0.0108303780562,0.0116677259368,0.977501896007,3,,,11
106,extended_run_001,prt_0106_00,scn_0106,0.0109138999679,0.0114770936245,0.977609006408,3,,,11
107,extended_run_001,prt_0107_00,scn_0107,0.0108018735567,0.0116416587104,0.977556467733,3,,,11
108,extended_run_001,prt_0108_00,scn_0108,0.0109127008969,0.0114438478752,0.977643451228,3,,,11
109,extended_run_001,prt_0109_00,scn_0109,0.241812363347,0.0118692961723,0.74631834048,3,,,11
110,extended_run_001,prt_0110_00,scn_0110,0.115626859812,0.0115736075011,0.872799532687,3,,,11
111,extended_run_001,prt_0111_00,scn_0111,0.460316734028,0.0118140743394,0.527869191633,3,,,11
112,extended_run_001,prt_0112_00,scn_0112,0.0109670678229,0.0113210208061,0.977711911371,3,,,11
113,extended_run_001,prt_0113_00,scn_0113,0.0108889746842,0.0113221857022,0.977788839614,3,,,11
114,extended_run_001,prt_0114_00,scn_0114,0.0125937804305,0.0119267004887,0.975479519081,3,,,11
115,extended_run_001,prt_0115_00,scn_0115,0.0121757678433,0.0128802496458,0.974943982511,3,,,11
116,extended_run_001,prt_0116_00,scn_0116,0.0121762592484,0.012967304868,0.974856435884,3,,,11
117,extended_run_001,prt_0117_00,scn_0117,0.974837904093,0.0119912096781,0.0131708862284,3,,,11
118,extended_run_001,prt_0118_00,scn_0118,0.975297197693,0.0121521928055,0.0125506095015,3,,,11
119,extended_run_001,prt_0119_00,scn_0119,0.331022886596,0.18169601165,0.487281101754,3,,,11
120,extended_run_001,prt_0120_00,scn_0120,0.182403902991,0.0120375052104,0.805558591799,3,,,11
121,extended_run_001,prt_0121_00,scn_0121,0.151361155164,0.288181953638,0.560456891199,3,,,11
122,extended_run_001,prt_0122_00,scn_0122,0.241030291871,0.32653373519,0.432435972939,3,,,11
123,extended_run_001,prt_0123_00,scn_0123,0.680061253851,0.306346142093,0.0135926040568,3,,,11
124,extended_run_001,prt_0124_00,scn_0124,0.905510969481,0.0833065935259,0.0111824369927,3,,,11
125,extended_run_001,prt_0125_00,scn_0125,0.65533647683,0.148131957438,0.196531565731,3,,,11
126,extended_run_001,prt_0126_00,scn_0126,0.0129386499101,0.550848617145,0.436212732945,3,,,11
127,extended_run_001,prt_0127_00,scn_0127,0.013710452754,0.665093479389,0.321196067857,3,,,11
128,extended_run_001,prt_0128_00,scn_0128,0.0140112758012,0.583887341261,0.402101382938,3,,,11
129,extended_run_001,prt_0129_00,scn_0129,0.711607208358,0.276197752332,0.01219503931,3,,,11
130,extended_run_001,prt_0130_00,scn_0130,0.233005798835,0.75476499131,0.0122292098553,3,,,11
131,extended_run_001,prt_0131_00,scn_0131,0.508984534912,0.479966217164,0.0110492479248,3,,,11
132,extended_run_001,prt_0132_00,scn_0132,0.681695343061,0.306469399521,0.0118352574176,3,,,11
133,extended_run_001,prt_0133_00,scn_0133,0.166870811603,0.819786326666,0.013342861731,3,,,11
134,extended_run_001,prt_0134_00,scn_0134,0.207260326314,0.780790258551,0.0119494151348,3,,,11
135,extended_run_001,prt_0135_00,scn_0135,0.0125250088413,0.753995444114,0.233479547045,3,,,11
136,extended_run_001,prt_0136_00,scn_0136,0.147215714662,0.37643635929,0.476347926048,3,,,11
137,extended_run_001,prt_0137_00,scn_0137,0.766050630194,0.222154676576,0.0117946932298,3,,,11
138,extended_run_001,prt_0138_00,scn_0138,0.716656266974,0.270786774288,0.0125569587383,3,,,11
139,extended_run_001,prt_0139_00,scn_0139,0.812682218313,0.175998257673,0.0113195240133,3,,,11
140,extended_run_001,prt_0140_00,scn_0140,0.0113123328152,0.129262212206,0.859425454979,3,,,11
141,extended_run_001,prt_0141_00,scn_0141,0.0116228076102,0.156165649075,0.832211543315,3,,,11
142,extended_run_001,prt_0142_00,scn_0142,0.0858833577526,0.171707559169,0.742409083078,3,,,11
143,extended_run_001,prt_0143_00,scn_0143,0.70224531541,0.0112905211226,0.286464163467,3,,,11
144,extended_run_001,prt_0144_00,scn_0144,0.463677823396,0.0112780101535,0.52504416645,3,,,11
145,extended_run_001,prt_0145_00,scn_0145,0.771811868021,0.0106512186812,0.217536913298,3,,,11
146,extended_run_001,prt_0146_00,scn_0146,0.678959096184,0.0108100040873,0.310230899728,3,,,11
147,extended_run_001,prt_0147_00,scn_0147,0.443352575222,0.0121295900181,0.544517834759,3,,,11
148,extended_run_001,prt_0148_00,scn_0148,0.487030355343,0.012244565622,0.500725079035,3,,,11
149,extended_run_001,prt_0149_00,scn_0149,0.663510962004,0.0127251479915,0.323763890004,3,,,11
