document_index,run_id,protocol_id,scenario_id,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,selected_k,doc_topic_prior,topic_word_prior,random_state
21,extended_run_001,prt_0021_00,scn_0021,0.00379286867575,0.00379238689305,0.00379688458245,0.0037948002771,0.00379310254961,0.258661196265,0.27716837569,0.445200385067,8,,,11
22,extended_run_001,prt_0022_00,scn_0022,0.00379071727852,0.00379196526328,0.753981854564,0.00379349008725,0.00379214731787,0.00379507739845,0.223262146857,0.0037926012336,8,,,11
23,extended_run_001,prt_0023_00,scn_0023,0.00379271469205,0.00379288150205,0.60150037141,0.00379160057769,0.00379141201985,0.00379254055619,0.375746234408,0.00379224483451,8,,,11
24,extended_run_001,prt_0024_00,scn_0024,0.00379437254703,0.00379302049901,0.973457140468,0.00379110597314,0.00379126184323,0.00379295842498,0.00379057127955,0.00378956896489,8,,,11
25,extended_run_001,prt_0025_00,scn_0025,0.00379353308329,0.00379563400651,0.603001071215,0.00379149599344,0.00379142552566,0.37423642343,0.0037925100604,0.00379790668553,8,,,11
26,extended_run_001,prt_0026_00,scn_0026,0.00379334123693,0.390947744435,0.00379556662232,0.458276575769,0.00379113734726,0.00379380210736,0.00378970438259,0.1318121281,8,,,11
27,extended_run_001,prt_0027_00,scn_0027,0.00379202548537,0.441710116577,0.00379624156122,0.535538324854,0.00379047118409,0.00379136182167,0.00379116202775,0.003790296489,8,,,11
28,extended_run_001,prt_0028_00,scn_0028,0.0037917075155,0.56427928121,0.151577702608,0.00379210344521,0.00379000218423,0.00379258105989,0.265181135817,0.00379548616024,8,,,11
29,extended_run_001,prt_0029_00,scn_0029,0.00379107008641,0.725916437933,0.251329975616,0.00379125986971,0.0037906488615,0.00379112426078,0.00379701546366,0.00379246790917,8,,,11
30,extended_run_001,prt_0030_00,scn_0030,0.00379146016584,0.477412149123,0.00379534497459,0.00379191188705,0.00378981935924,0.00379164513527,0.00379522608575,0.49983244327,8,,,11
31,extended_run_001,prt_0031_00,scn_0031,0.00379066192562,0.414204399889,0.438720116442,0.00379191462954,0.00379058284244,0.0037920600654,0.00379297654219,0.128117287664,8,,,11
32,extended_run_001,prt_0032_00,scn_0032,0.00379173387235,0.30776973634,0.483387374122,0.189888303023,0.00379083167653,0.00379109038482,0.00379092436743,0.00379000621307,8,,,11
33,extended_run_001,prt_0033_00,scn_0033,0.00379236655106,0.379027269204,0.00379408266432,0.598224843453,0.00378989124281,0.00379065518413,0.0037905276068,0.00379036409377,8,,,11
34,extended_run_001,prt_0034_00,scn_0034,0.00379484224086,0.537605914751,0.00379372492918,0.439641830068,0.00379103013497,0.00379159230203,0.00378957791889,0.00379148765485,8,,,11
35,extended_run_001,prt_0035_00,scn_0035,0.373076987278,0.172619200797,0.00379182992315,0.00379117761686,0.00379314478514,0.140302304191,0.00379395314273,0.298831402267,8,,,11
36,extended_run_001,prt_0036_00,scn_0036,0.391216065421,0.13799671681,0.00379029697057,0.00379022411332,0.00379072443751,0.00379539216825,0.0037957492654,0.451824830814,8,,,11
37,extended_run_001,prt_0037_00,scn_0037,0.41735271912,0.244954259265,0.00379271580579,0.00379081087371,0.00379119429583,0.00379432012019,0.318731169323,0.00379281119644,8,,,11
38,extended_run_001,prt_0038_00,scn_0038,0.4946489677,0.482580191748,0.00379807304286,0.00379589634368,0.00379535018822,0.00379437321755,0.00379735463708,0.00378979312247,8,,,11
39,extended_run_001,prt_0039_00,scn_0039,0.551626399748,0.00379480911959,0.00379177036467,0.4256213035,0.00379249206217,0.00379262914204,0.00379134511452,0.00378925094894,8,,,11
40,extended_run_001,prt_0040_00,scn_0040,0.628522981658,0.00379044246118,0.00379223425392,0.348721816942,0.00379283001509,0.00379250642388,0.00379271202059,0.00379447622527,8,,,11
41,extended_run_001,prt_0041_00,scn_0041,0.614068670219,0.00378986653307,0.00378921964435,0.363186873761,0.00379156721597,0.00379153116051,0.00378821409372,0.00379405737275,8,,,11
42,extended_run_001,prt_0042_00,scn_0042,0.580029858075,0.00379226136317,0.00379267244181,0.00379296768064,0.00379177824805,0.00379078906661,0.39721617098,0.00379350214436,8,,,11
43,extended_run_001,prt_0043_00,scn_0043,0.605577496767,0.00379482850722,0.00379430990458,0.0037930275714,0.00379234897595,0.00379068846499,0.371665779138,0.00379152067156,8,,,11
44,extended_run_001,prt_0044_00,scn_0044,0.348145004065,0.00379674827535,0.00379559062502,0.00379582904528,0.507725299388,0.00379257434284,0.125157151827,0.0037918024312,8,,,11
45,extended_run_001,prt_0045_00,scn_0045,0.185305877402,0.00379166489372,0.00379384600461,0.00379215719016,0.639463958713,0.00379169900379,0.00379411327837,0.156266683514,8,,,11
46,extended_run_001,prt_0046_00,scn_0046,0.242506282492,0.00379265925399,0.00379577797401,0.00379437025937,0.734732018807,0.00379196236566,0.00379474732643,0.00379218152151,8,,,11
47,extended_run_001,prt_0047_00,scn_0047,0.16702288491,0.00379081943495,0.00379032014349,0.489759515061,0.324265085841,0.00379032473577,0.00379134913983,0.00378970073402,8,,,11
48,extended_run_001,prt_0048_00,scn_0048,0.153077117432,0.00378895927961,0.00379174020461,0.447105639013,0.380863068421,0.00379098977698,0.0037918488109,0.00379063706227,8,,,11
49,extended_run_001,prt_0049_00,scn_0049,0.355423370637,0.0037945173502,0.00379489370148,0.00379617546709,0.364658649232,0.00379185906216,0.260945030823,0.00379550372635,8,,,11
50,extended_run_001,prt_0050_00,scn_0050,0.26648002265,0.13250506083,0.00379079019604,0.00379349152751,0.219305694051,0.0037951793821,0.00379565196106,0.366534109403,8,,,11
51,extended_run_001,prt_0051_00,scn_0051,0.0799053004161,0.143910051579,0.0037928921842,0.00379366267021,0.537884823458,0.00379523694252,0.00379400536456,0.223124027385,8,,,11
52,extended_run_001,prt_0052_00,scn_0052,0.00379590472862,0.00379077058517,0.00379409055447,0.00379126058198,0.34916194563,0.444933569457,0.186937664276,0.00379479418726,8,,,11
53,extended_run_001,prt_0053_00,scn_0053,0.00379459895728,0.00379270572576,0.00379832566676,0.00379406181825,0.567190096716,0.410041558041,0.00379564567855,0.00379300739557,8,,,11
54,extended_run_001,prt_0054_00,scn_0054,0.00379901301506,0.00379258048946,0.00379017934062,0.432668966444,0.302997436216,0.245370623658,0.00379182918227,0.00378937165477,8,,,11
55,extended_run_001,prt_0055_00,scn_0055,0.00379848891907,0.00379083170507,0.00379084511349,0.33301329272,0.247573349294,0.400447121912,0.00379270749251,0.00379336284393,8,,,11
56,extended_run_001,prt_0056_00,scn_0056,0.00379902515659,0.00379061902388,0.00379032853604,0.00379095208991,0.236364669714,0.439566949845,0.305100824963,0.0037966306719,8,,,11
57,extended_run_001,prt_0057_00,scn_0057,0.00379253186671,0.00379114182557,0.0037932171559,0.00379304423992,0.439211990537,0.353414795694,0.188412313978,0.00379096470342,8,,,11
58,extended_run_001,prt_0058_00,scn_0058,0.00379369544311,0.0037922885518,0.00379166687681,0.0037912618457,0.319131923958,0.363772516251,0.29813371318,0.00379293389387,8,,,11
59,extended_run_001,prt_0059_00,scn_0059,0.00379304235905,0.00379213651812,0.00379569520502,0.00379394543481,0.519949974703,0.45729177796,0.00379166116684,0.0037917666533,8,,,11
60,extended_run_001,prt_0060_00,scn_0060,0.00379337943418,0.00379118970624,0.00379205011051,0.00379002180688,0.280950181648,0.466912045706,0.00379470175536,0.233176429833,8,,,11
61,extended_run_001,prt_0061_00,scn_0061,0.00379292670486,0.00379109049338,0.003792225784,0.243482883706,0.325353883945,0.412202856064,0.00379188336512,0.00379224993683,8,,,11
62,extended_run_001,prt_0062_00,scn_0062,0.00379464736211,0.0037921298013,0.00379074910532,0.415190577986,0.339232756312,0.226617000571,0.00379232604119,0.00378981282134,8,,,11
63,extended_run_001,prt_0063_00,scn_0063,0.16367754857,0.0037974361847,0.00379293102454,0.00379382319069,0.412752549902,0.210579236316,0.197814961086,0.00379151372645,8,,,11
64,extended_run_001,prt_0064_00,scn_0064,0.232824556563,0.00379476453978,0.00379107347842,0.00379231592227,0.318096575771,0.179503080451,0.254404824065,0.00379280921065,8,,,11
65,extended_run_001,prt_0065_00,scn_0065,0.196915763965,0.00379399343758,0.00379159949761,0.0037944397401,0.322857385656,0.192176646285,0.00379339254255,0.272876778875,8,,,11
66,extended_run_001,prt_0066_00,scn_0066,0.455026593991,0.00379488100938,0.00379741776772,0.00379198245937,0.239066356648,0.00379321790149,0.00379377950125,0.286935770722,8,,,11
67,extended_run_001,prt_0067_00,scn_0067,0.383702042557,0.00379569329199,0.336534800572,0.00379294739955,0.260798370668,0.00379342884498,0.00379147769278,0.00379123897329,8,,,11
68,extended_run_001,prt_0068_00,scn_0068,0.122453647114,0.00379400428085,0.00379261335796,0.428267845891,0.430317299991,0.0037930871862,0.00379095093015,0.00379055124898,8,,,11
69,extended_run_001,prt_0069_00,scn_0069,0.108263373695,0.00379528070146,0.00379305526501,0.457677652451,0.415096578767,0.00379311907635,0.00379028656369,0.00379065348063,8,,,11
70,extended_run_001,prt_0070_00,scn_0070,0.00379181746818,0.00379137204205,0.00379145420439,0.00378961144969,0.642253848956,0.00379494405052,0.00379701311063,0.334989938718,8,,,11
71,extended_run_001,prt_0071_00,scn_0071,0.00379162627889,0.00379048700678,0.00379204507028,0.00379122060303,0.76382580777,0.0037940887083,0.213417691218,0.00379703334398,8,,,11
72,extended_run_001,prt_0072_00,scn_0072,0.00379260348325,0.00379008385735,0.00379255234342,0.00378971190457,0.657684329206,0.00379450241602,0.319562954623,0.00379326216659,8,,,11
73,extended_run_001,prt_0073_00,scn_0073,0.00379241241058,0.00378989217037,0.00379487835775,0.00378976728961,0.850176750658,0.0037946377726,0.127070446205,0.00379121513628,8,,,11
74,extended_run_001,prt_0074_00,scn_0074,0.00379275167727,0.00379067233608,0.0037930220058,0.00379568697065,0.973455826347,0.00379334432754,0.00378981785381,0.00378887848225,8,,,11
75,extended_run_001,prt_0075_00,scn_0075,0.00379124190869,0.00379329614272,0.00379220394896,0.124235211742,0.532735591725,0.324068885265,0.00379057887559,0.00379299039243,8,,,11
76,extended_run_001,prt_0076_00,scn_0076,0.00379139199745,0.0037936662418,0.00379111621274,0.252162497217,0.307228671678,0.421650940802,0.00378891018728,0.00379280566385,8,,,11
77,extended_run_001,prt_0077_00,scn_0077,0.00379422360241,0.199119805026,0.00379071624849,0.00379044402836,0.215323364084,0.258913475303,0.31147341025,0.00379456145828,8,,,11
78,extended_run_001,prt_0078_00,scn_0078,0.00379354382122,0.422585430868,0.00379221736631,0.00379082905175,0.285413210368,0.00379257497334,0.273039545334,0.00379264821766,8,,,11
79,extended_run_001,prt_0079_00,scn_0079,0.00379250520279,0.645594743863,0.00379418891096,0.00379156024537,0.331639550839,0.00379275315433,0.00380028982945,0.00379440795544,8,,,11
80,extended_run_001,prt_0080_00,scn_0080,0.00379466922701,0.289732315103,0.00379460199068,0.00379003573809,0.385211103079,0.00379571572934,0.00379368728256,0.306087871851,8,,,11
81,extended_run_001,prt_0081_00,scn_0081,0.00379489695985,0.305172091853,0.0037956314409,0.00379046630161,0.437658219572,0.238202809234,0.00378990198598,0.00379598265267,8,,,11
82,extended_run_001,prt_0082_00,scn_0082,0.00379378617423,0.301120319952,0.00379164223585,0.342616758061,0.255081765865,0.086011105159,0.00379076155032,0.00379386100149,8,,,11
83,extended_run_001,prt_0083_00,scn_0083,0.00379331469517,0.408701523752,0.0037919666874,0.281423146673,0.290915286952,0.00379397756344,0.00379027995505,0.00379050372191,8,,,11
84,extended_run_001,prt_0084_00,scn_0084,0.00379272024194,0.4341766918,0.00379488320585,0.00379228223758,0.266834165005,0.00379150133094,0.280022069148,0.00379568702988,8,,,11
85,extended_run_001,prt_0085_00,scn_0085,0.00379050265396,0.286551684791,0.00379440995802,0.003791916596,0.00378947957193,0.00379101005994,0.00379514869311,0.690695847676,8,,,11
86,extended_run_001,prt_0086_00,scn_0086,0.00379058673456,0.355618846231,0.227710081198,0.00379230686634,0.00379049010431,0.00379120637706,0.00379657707309,0.397709905416,8,,,11
87,extended_run_001,prt_0087_00,scn_0087,0.00379278629269,0.361901935025,0.429978412714,0.189154141141,0.00379139760032,0.00379333723102,0.0037920247577,0.00379596523812,8,,,11
88,extended_run_001,prt_0088_00,scn_0088,0.00379258339251,0.15771813794,0.326500442354,0.496818348578,0.00379351961707,0.00379279597975,0.00379063967957,0.00379353245973,8,,,11
89,extended_run_001,prt_0089_00,scn_0089,0.00379191628277,0.230928944829,0.23197516669,0.518132202038,0.00379245657072,0.00379313564651,0.00379185985038,0.00379431809365,8,,,11
90,extended_run_001,prt_0090_00,scn_0090,0.00379219667392,0.00379824664567,0.00379551374466,0.533872630537,0.00379300100435,0.00379341892632,0.00379024086974,0.443364751598,8,,,11
91,extended_run_001,prt_0091_00,scn_0091,0.00379152900479,0.00379420493126,0.00379505192674,0.00379638428392,0.00379238979197,0.00379283305492,0.00379405904198,0.973443547964,8,,,11
92,extended_run_001,prt_0092_00,scn_0092,0.00379297226484,0.00379476317418,0.271721785575,0.477954334251,0.00379253537868,0.00379448612219,0.231354197544,0.00379492568992,8,,,11
93,extended_run_001,prt_0093_00,scn_0093,0.00379259488972,0.00379496187842,0.39752445432,0.455816995249,0.00379301766025,0.00379406464098,0.1276900093,0.00379390206141,8,,,11
94,extended_run_001,prt_0094_00,scn_0094,0.00379147625733,0.00379306195852,0.245926440512,0.731322228037,0.00379260527961,0.00379271640936,0.00379000729881,0.00379146424695,8,,,11
95,extended_run_001,prt_0095_00,scn_0095,0.00379037756178,0.00379271147621,0.390855044635,0.483980539145,0.0037927602289,0.0037940729616,0.00379182586246,0.10620266813,8,,,11
96,extended_run_001,prt_0096_00,scn_0096,0.003791436426,0.00379184683251,0.00379394129436,0.973454497836,0.00379112539994,0.00379233213334,0.00378910381549,0.00379571626277,8,,,11
97,extended_run_001,prt_0097_00,scn_0097,0.00379105909581,0.00379383871738,0.00379707379889,0.973450979736,0.00379254696681,0.00379291147567,0.00379063912578,0.0037909510837,8,,,11
98,extended_run_001,prt_0098_00,scn_0098,0.00379325382883,0.00379624606451,0.299399033141,0.511539621485,0.00379306870687,0.00379286727726,0.170092497468,0.00379341202821,8,,,11
99,extended_run_001,prt_0099_00,scn_0099,0.00379144702507,0.462578791893,0.0037972847105,0.514653182088,0.00379383261973,0.00379317450584,0.0037979844282,0.00379430272972,8,,,11
100,extended_run_001,prt_0100_00,scn_0100,0.00379143851463,0.420270924513,0.00379686301334,0.268025555214,0.00379250091339,0.00379622640008,0.00379287498828,0.292733616444,8,,,11
101,extended_run_001,prt_0101_00,scn_0101,0.00379159506648,0.200451320839,0.318767327353,0.303021111919,0.00379217605011,0.00379402153663,0.00379442167789,0.162588025558,8,,,11
102,extended_run_001,prt_0102_00,scn_0102,0.0037905210206,0.003796925464,0.359203013017,0.618039214219,0.00379125042594,0.00379390059975,0.00379366900269,0.00379150625106,8,,,11
103,extended_run_001,prt_0103_00,scn_0103,0.0037896381068,0.00379552865536,0.00379249700828,0.973459206369,0.00379033780872,0.00379159688743,0.00379071547327,0.00379047969153,8,,,11
104,extended_run_001,prt_0104_00,scn_0104,0.00379172879483,0.0037933339427,0.00379474949868,0.775611266158,0.00379129491873,0.201635834127,0.00379107793772,0.00379071462253,8,,,11
105,extended_run_001,prt_0105_00,scn_0105,0.00379232677682,0.00379131961469,0.00379152206199,0.00379170297587,0.00379352498079,0.721811578512,0.255429520968,0.00379850410972,8,,,11
106,extended_run_001,prt_0106_00,scn_0106,0.00379305809325,0.00379215451519,0.00379241224245,0.00379229386753,0.00379320238352,0.850675152057,0.126565351613,0.00379637522768,8,,,11
107,extended_run_001,prt_0107_00,scn_0107,0.00379198784329,0.00379085996782,0.00379181272712,0.00379158617143,0.00379322523742,0.695983685116,0.281261887032,0.00379495590567,8,,,11
108,extended_run_001,prt_0108_00,scn_0108,0.00379122520696,0.00379082583644,0.00379583574362,0.00379037238334,0.00379288180356,0.973450979954,0.00379625209521,0.00379162697726,8,,,11
109,extended_run_001,prt_0109_00,scn_0109,0.00379413745383,0.00379421694072,0.0037953215824,0.228947841042,0.00379653379037,0.748291583406,0.00379089368341,0.00378947210115,8,,,11
110,extended_run_001,prt_0110_00,scn_0110,0.00379389869189,0.00379416896318,0.00379466278684,0.147539308193,0.00379380816414,0.829697622223,0.00379328466983,0.00379324630859,8,,,11
111,extended_run_001,prt_0111_00,scn_0111,0.00379677539365,0.00379389874493,0.00379353631165,0.419192630889,0.0037933999499,0.558045548347,0.00379249365934,0.00379171670397,8,,,11
112,extended_run_001,prt_0112_00,scn_0112,0.00379503587746,0.0037916416977,0.00379395368198,0.003790536664,0.00379231818855,0.756512426026,0.220731516355,0.00379257150886,8,,,11
113,extended_run_001,prt_0113_00,scn_0113,0.00379596457813,0.00379139477086,0.00379352130001,0.00379027733509,0.00379189463745,0.709958415434,0.267284528597,0.0037940033471,8,,,11
114,extended_run_001,prt_0114_00,scn_0114,0.39870188187,0.00379330887525,0.00379654309572,0.00379106572253,0.00379328423013,0.479951207257,0.10238085395,0.00379185499955,8,,,11
115,extended_run_001,prt_0115_00,scn_0115,0.439157704631,0.00379078031491,0.00379383448944,0.00378954506193,0.00379213217534,0.30572644515,0.00379469929303,0.236154858884,8,,,11
116,extended_run_001,prt_0116_00,scn_0116,0.38435835618,0.00379179910598,0.00379570401663,0.00378969911073,0.0037929781265,0.592887850407,0.00378941849254,0.00379419456068,8,,,11
117,extended_run_001,prt_0117_00,scn_0117,0.536678971875,0.00379193562396,0.00379342117666,0.440567315746,0.00379258551,0.00379323092458,0.0037926863353,0.00378985280861,8,,,11
118,extended_run_001,prt_0118_00,scn_0118,0.5136240084,0.00379216859088,0.00379331467295,0.463623942949,0.00379235855411,0.00379309958825,0.00379142903819,0.00378967820735,8,,,11
119,extended_run_001,prt_0119_00,scn_0119,0.606237094972,0.00379283554056,0.00379359790387,0.003791812213,0.0037921310742,0.00379218776091,0.371007826504,0.00379251403204,8,,,11
120,extended_run_001,prt_0120_00,scn_0120,0.428978248858,0.00379099644962,0.0037941281257,0.00379098505213,0.199329248177,0.00379562830012,0.00379561902912,0.352725146008,8,,,11
121,extended_run_001,prt_0121_00,scn_0121,0.485106873759,0.0037901174597,0.00379535845367,0.0037922144311,0.00379573762302,0.00379271347336,0.122348465618,0.373578519182,8,,,11
122,extended_run_001,prt_0122_00,scn_0122,0.515345868631,0.00379093080339,0.416622753269,0.00379111933616,0.00379349535458,0.00379368706293,0.00379486559569,0.0490672799472,8,,,11
123,extended_run_001,prt_0123_00,scn_0123,0.493762944735,0.00379351836483,0.281491291073,0.205782869206,0.00379435470083,0.00379236427047,0.00379223037025,0.00379042727847,8,,,11
124,extended_run_001,prt_0124_00,scn_0124,0.465706945356,0.00379197831342,0.00379292062766,0.511541425577,0.00379400705773,0.00379160032526,0.00379030111794,0.00379082162501,8,,,11
125,extended_run_001,prt_0125_00,scn_0125,0.347899331843,0.00379382868622,0.00379137200642,0.449911590302,0.00379358239934,0.183223472556,0.00379046247306,0.00379635973387,8,,,11
126,extended_run_001,prt_0126_00,scn_0126,0.3206392062,0.00379668304216,0.00379337155745,0.00379227234988,0.00378963879787,0.00379487846488,0.510835453404,0.149558496184,8,,,11
127,extended_run_001,prt_0127_00,scn_0127,0.326245927135,0.00379855199027,0.00379660178437,0.00379360742153,0.00379003542679,0.00379204970913,0.650991054931,0.00379217160148,8,,,11
128,extended_run_001,prt_0128_00,scn_0128,0.36885031084,0.10544586351,0.286274221221,0.0037919166649,0.00379188454505,0.0037942471901,0.224261109902,0.00379044612543,8,,,11
129,extended_run_001,prt_0129_00,scn_0129,0.469791156927,0.00379720010691,0.00379766482028,0.507442892861,0.0037919279157,0.00379488170865,0.00379416091664,0.00379011474401,8,,,11
130,extended_run_001,prt_0130_00,scn_0130,0.265252309886,0.286995285144,0.226522951646,0.118734645286,0.00379178070915,0.00379379417908,0.00379070587513,0.091118527274,8,,,11
131,extended_run_001,prt_0131_00,scn_0131,0.225017609318,0.238139607528,0.00379124588103,0.517881634877,0.00379020176052,0.00379217377865,0.00379025254307,0.00379727431349,8,,,11
132,extended_run_001,prt_0132_00,scn_0132,0.297815779515,0.185991712984,0.00379165107422,0.497234046607,0.00379105966808,0.00379280848186,0.00379191859247,0.00379102307773,8,,,11
133,extended_run_001,prt_0133_00,scn_0133,0.00379391573346,0.675801184829,0.00379290834791,0.0037941650329,0.0037974018466,0.00379269241627,0.301433720659,0.00379401113501,8,,,11
134,extended_run_001,prt_0134_00,scn_0134,0.00379128160178,0.973449755356,0.0037933883581,0.00379345881471,0.00379525438939,0.00379174097396,0.0037932467075,0.00379187379887,8,,,11
135,extended_run_001,prt_0135_00,scn_0135,0.00379469923971,0.560166542854,0.00379167678989,0.00379271508479,0.00379650726873,0.00379115227491,0.003794360633,0.417072345855,8,,,11
136,extended_run_001,prt_0136_00,scn_0136,0.27010944542,0.275686352874,0.00379584331721,0.00379332967799,0.435231228731,0.00379591406206,0.00379011171361,0.00379777420424,8,,,11
137,extended_run_001,prt_0137_00,scn_0137,0.276109545019,0.176229040011,0.0037941089975,0.358060176824,0.174433419024,0.00379262479955,0.00379108529234,0.00379000003334,8,,,11
138,extended_run_001,prt_0138_00,scn_0138,0.157545857196,0.192266539869,0.00379156467316,0.419430531453,0.215589412499,0.00379339303581,0.00379117643623,0.00379152483782,8,,,11
139,extended_run_001,prt_0139_00,scn_0139,0.162938497041,0.211707146457,0.00378973717967,0.410367529346,0.199825178796,0.00379210360653,0.00378889830945,0.00379090926392,8,,,11
140,extended_run_001,prt_0140_00,scn_0140,0.00379157899746,0.00379639173021,0.00378985931016,0.00379013538681,0.527595739006,0.00379346511318,0.0037939967232,0.449648833733,8,,,11
141,extended_run_001,prt_0141_00,scn_0141,0.00379046520791,0.00379774147529,0.00379105974793,0.00379115903826,0.604997265595,0.0037922398779,0.00379704090724,0.372243028151,8,,,11
142,extended_run_001,prt_0142_00,scn_0142,0.00379101426904,0.0926408850113,0.00379147539745,0.00379126832659,0.677848490708,0.0037922445131,0.210550510347,0.00379411142726,8,,,11
143,extended_run_001,prt_0143_00,scn_0143,0.00379194334268,0.00379021833007,0.00379195247406,0.00379809572414,0.973454736611,0.00379138397101,0.00379102758751,0.00379064195909,8,,,11
144,extended_run_001,prt_0144_00,scn_0144,0.00379284316472,0.00379000664042,0.00379237191297,0.00379244765508,0.973459937017,0.00379283352503,0.00378917133406,0.00379038875038,8,,,11
145,extended_run_001,prt_0145_00,scn_0145,0.00379119790693,0.00378864859864,0.00378914406949,0.343090879387,0.634164042455,0.00379289457391,0.00378867627264,0.00379451673644,8,,,11
146,extended_run_001,prt_0146_00,scn_0146,0.00379132093989,0.00378855568475,0.00379033943069,0.282962505065,0.694288478974,0.00379356906651,0.0037900763299,0.00379515450906,8,,,11
147,extended_run_001,prt_0147_00,scn_0147,0.00379259251225,0.00379097352672,0.00378991102171,0.00379232485529,0.64234801724,0.00379125870348,0.33490085299,0.00379406915008,8,,,11
148,extended_run_001,prt_0148_00,scn_0148,0.00379212287798,0.00379160016313,0.00379175907672,0.0037919532778,0.811294582572,0.00379130147017,0.165954893819,0.00379178674274,8,,,11
149,extended_run_001,prt_0149_00,scn_0149,0.00379140999433,0.00379356665358,0.0037935759717,0.00379533993404,0.853839264225,0.00379085402257,0.123404743471,0.00379124572781,8,,,11
