document_index,run_id,protocol_id,scenario_id,theta_0,theta_1,theta_2,selected_k,doc_topic_prior,topic_word_prior,random_state
96,extended_run_001,prt_0096_00,scn_0096,0.0114702699471,0.0115626172656,0.976967112787,3,,,101
97,extended_run_001,prt_0097_00,scn_0097,0.0114050665195,0.0115056875457,0.977089245935,3,,,101
98,extended_run_001,prt_0098_00,scn_0098,0.0114972947002,0.0117626500109,0.976740055289,3,,,101
99,extended_run_001,prt_0099_00,scn_0099,0.0113472450759,0.011758511331,0.976894243593,3,,,101
100,extended_run_001,prt_0100_00,scn_0100,0.0117696322148,0.0113379651467,0.976892402638,3,,,101
101,extended_run_001,prt_0101_00,scn_0101,0.0115201544699,0.0113457813435,0.977134064187,3,,,101
102,extended_run_001,prt_0102_00,scn_0102,0.0112924733996,0.0113058958254,0.977401630775,3,,,101
103,extended_run_001,prt_0103_00,scn_0103,0.0112930389318,0.0116362771638,0.977070683904,3,,,101
104,extended_run_001,prt_0104_00,scn_0104,0.0116153043084,0.0116459649754,0.976738730716,3,,,101
105,extended_run_001,prt_0105_00,scn_0105,0.574502547111,0.232590553665,0.192906899224,3,,,101
106,extended_run_001,prt_0106_00,scn_0106,0.492034048263,0.263955235058,0.244010716679,3,,,101
107,extended_run_001,prt_0107_00,scn_0107,0.553453547424,0.243174730854,0.203371721722,3,,,101
108,extended_run_001,prt_0108_00,scn_0108,0.449246913918,0.251548750111,0.299204335971,3,,,101
109,extended_run_001,prt_0109_00,scn_0109,0.34817618501,0.281106698909,0.370717116081,3,,,101
110,extended_run_001,prt_0110_00,scn_0110,0.974926955029,0.0118274279851,0.0132456169863,3,,,101
111,extended_run_001,prt_0111_00,scn_0111,0.975165800705,0.0117680912941,0.0130661080006,3,,,101
112,extended_run_001,prt_0112_00,scn_0112,0.976193134355,0.011534300802,0.0122725648433,3,,,101
113,extended_run_001,prt_0113_00,scn_0113,0.976220165173,0.0114289837406,0.0123508510862,3,,,101
114,extended_run_001,prt_0114_00,scn_0114,0.975498268423,0.0118195063349,0.0126822252423,3,,,101
115,extended_run_001,prt_0115_00,scn_0115,0.976866945064,0.0115627008732,0.0115703540629,3,,,101
116,extended_run_001,prt_0116_00,scn_0116,0.976147499567,0.0118698363565,0.011982664076,3,,,101
117,extended_run_001,prt_0117_00,scn_0117,0.975775044635,0.0118850406023,0.0123399147631,3,,,101
118,extended_run_001,prt_0118_00,scn_0118,0.975501620458,0.0118290972508,0.0126692822911,3,,,101
119,extended_run_001,prt_0119_00,scn_0119,0.976390113092,0.0118261001648,0.0117837867435,3,,,101
120,extended_run_001,prt_0120_00,scn_0120,0.975114699206,0.0134340168434,0.0114512839505,3,,,101
121,extended_run_001,prt_0121_00,scn_0121,0.975631227742,0.0126273332531,0.0117414390051,3,,,101
122,extended_run_001,prt_0122_00,scn_0122,0.97400997469,0.0135660745722,0.0124239507379,3,,,101
123,extended_run_001,prt_0123_00,scn_0123,0.974010714558,0.0132443469825,0.0127449384591,3,,,101
124,extended_run_001,prt_0124_00,scn_0124,0.973220546827,0.014013350889,0.0127661022842,3,,,101
125,extended_run_001,prt_0125_00,scn_0125,0.97537148995,0.012530560984,0.0120979490657,3,,,101
126,extended_run_001,prt_0126_00,scn_0126,0.976250509336,0.0112367361301,0.0125127545343,3,,,101
127,extended_run_001,prt_0127_00,scn_0127,0.975709121383,0.0112999463077,0.0129909323092,3,,,101
128,extended_run_001,prt_0128_00,scn_0128,0.97515788068,0.0115717827904,0.0132703365301,3,,,101
129,extended_run_001,prt_0129_00,scn_0129,0.974689740732,0.01159084325,0.0137194160183,3,,,101
130,extended_run_001,prt_0130_00,scn_0130,0.604356584309,0.0113178091099,0.384325606581,3,,,101
131,extended_run_001,prt_0131_00,scn_0131,0.608457487865,0.011345927869,0.380196584266,3,,,101
132,extended_run_001,prt_0132_00,scn_0132,0.605231488639,0.0120292175094,0.382739293852,3,,,101
133,extended_run_001,prt_0133_00,scn_0133,0.146054835168,0.219642618094,0.634302546739,3,,,101
134,extended_run_001,prt_0134_00,scn_0134,0.0934359441016,0.18395437022,0.722609685679,3,,,101
135,extended_run_001,prt_0135_00,scn_0135,0.163375378673,0.208499839273,0.628124782054,3,,,101
136,extended_run_001,prt_0136_00,scn_0136,0.291436418242,0.427901752984,0.280661828774,3,,,101
137,extended_run_001,prt_0137_00,scn_0137,0.285169544825,0.388121779473,0.326708675702,3,,,101
138,extended_run_001,prt_0138_00,scn_0138,0.208771078609,0.512222637299,0.279006284092,3,,,101
139,extended_run_001,prt_0139_00,scn_0139,0.195169570017,0.53226566326,0.272564766724,3,,,101
140,extended_run_001,prt_0140_00,scn_0140,0.0122201961474,0.976044930853,0.0117348729999,3,,,101
141,extended_run_001,prt_0141_00,scn_0141,0.0118510670587,0.976589764754,0.0115591681869,3,,,101
142,extended_run_001,prt_0142_00,scn_0142,0.0115907218398,0.97687528975,0.0115339884099,3,,,101
143,extended_run_001,prt_0143_00,scn_0143,0.0113149258962,0.977299926744,0.01138514736,3,,,101
144,extended_run_001,prt_0144_00,scn_0144,0.0114231341001,0.977206886481,0.0113699794187,3,,,101
145,extended_run_001,prt_0145_00,scn_0145,0.0116080286836,0.976921434732,0.0114705365842,3,,,101
146,extended_run_001,prt_0146_00,scn_0146,0.0115750324777,0.977019367859,0.0114055996636,3,,,101
147,extended_run_001,prt_0147_00,scn_0147,0.0118672842947,0.976683575822,0.0114491398829,3,,,101
148,extended_run_001,prt_0148_00,scn_0148,0.0114855973463,0.977123381696,0.0113910209575,3,,,101
149,extended_run_001,prt_0149_00,scn_0149,0.0120298178284,0.900370312291,0.0875998698802,3,,,101
